code,term,system,codelist
48951005,Bullosis diabeticorum,SNOMED,diabetes_chads
236499007,Microalbuminuric diabetic nephropathy,SNOMED,diabetes_chads
408413000,O/E - right eye proliferative diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
722161008,Diabetic retinal eye exam (procedure),SNOMED,diabetes_chads
713702000,Gastroparesis due to type 1 diabetes mellitus,SNOMED,diabetes_chads
408410002,O/E - left eye background diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
157141000000000,Proteinuria due to type 2 diabetes mellitus,SNOMED,diabetes_chads
106281000000000,Pre-existing diabetes mellitus in mother complicating childbirth (disorder),SNOMED,diabetes_chads
185757002,Diabetes monitoring second letter (procedure),SNOMED,diabetes_chads
420422005,Ketoacidosis in diabetes mellitus (disorder),SNOMED,diabetes_chads
190411003,Malnutrition-related diabetes mellitus with multiple complications,SNOMED,diabetes_chads
238981002,Soft tissue complication of diabetes mellitus,SNOMED,diabetes_chads
703137001,Type I diabetes mellitus in remission (disorder),SNOMED,diabetes_chads
73211009,Diabetes mellitus,SNOMED,diabetes_chads
769219006,Macular edema due to type 1 diabetes mellitus,SNOMED,diabetes_chads
237612000,Photomyoclonus diabetes mellitus deafness nephropathy and cerebral dysfunction (disorder),SNOMED,diabetes_chads
26298008,Diabetic coma with ketoacidosis,SNOMED,diabetes_chads
193185007,Asymptomatic diabetic neuropathy,SNOMED,diabetes_chads
408414006,O/E - left eye proliferative diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
312904009,Moderate non proliferative diabetic retinopathy,SNOMED,diabetes_chads
754461000000000,Referral to type I diabetes structured education programme (procedure),SNOMED,diabetes_chads
126534007,Diabetic mixed sensory-motor polyneuropathy,SNOMED,diabetes_chads
314904008,Type II diabetes mellitus with neuropathic arthropathy,SNOMED,diabetes_chads
658011000000000,Diabetes mellitus with other specified manifestation (disorder),SNOMED,diabetes_chads
4855003,Diabetic retinopathy,SNOMED,diabetes_chads
310505005,Diabetic hyperosmolar non-ketotic state,SNOMED,diabetes_chads
421920002,Diabetic cataract associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads
237619009,Diabetes-deafness syndrome maternally transmitted (disorder),SNOMED,diabetes_chads
237599002,Insulin-treated non-insulin-dependent diabetes mellitus,SNOMED,diabetes_chads
768792007,Cataract of right eye co-occurrent and due to diabetes mellitus,SNOMED,diabetes_chads
472970003,History of diabetes mellitus type 1 (situation),SNOMED,diabetes_chads
335621000000000,Maternally inherited diabetes mellitus (disorder),SNOMED,diabetes_chads
198131000000000,Hypoglycaemic warning good (disorder),SNOMED,diabetes_chads
390850007,O/E - no right diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
754121000000000,Type II diabetic dietary review (regime/therapy),SNOMED,diabetes_chads
421895002,Peripheral circulatory disorder associated with diabetes mellitus (disorder),SNOMED,diabetes_chads
472972006,History of autosomal dominant diabetes mellitus,SNOMED,diabetes_chads
193183000,Acute painful diabetic neuropathy,SNOMED,diabetes_chads
10754900000000000,Diabetes mellitus in mother complicating childbirth (disorder),SNOMED,diabetes_chads
1083110000000000,Diabetes monitoring invitation email (procedure),SNOMED,diabetes_chads
170763003,Diabetic - good control,SNOMED,diabetes_chads
399864000,Diabetic macular edema not clinically significant (disorder),SNOMED,diabetes_chads
185759004,Diabetes monitoring verbal invite (procedure),SNOMED,diabetes_chads
314014002,Ischaemic diabetic maculopathy,SNOMED,diabetes_chads
420756003,Diabetic cataract associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
237622006,Poor glycemic control (disorder),SNOMED,diabetes_chads
190372001,Type I diabetes mellitus maturity onset,SNOMED,diabetes_chads
731000000000,Chronic kidney disease stage 3 associated with type 2 diabetes mellitus,SNOMED,diabetes_chads
62260007,Pretibial pigmental patches in diabetes,SNOMED,diabetes_chads
238984005,Diabetic rubeosis,SNOMED,diabetes_chads
367261000000000,Hyperosmolarity co-occurrent and due to drug induced diabetes mellitus (disorder),SNOMED,diabetes_chads
83728000,Polyglandular autoimmune syndrome type 2 (disorder),SNOMED,diabetes_chads
420868002,Disorder associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads
426875007,Latent autoimmune diabetes mellitus in adult (disorder),SNOMED,diabetes_chads
44054006,Diabetes mellitus type II,SNOMED,diabetes_chads
46635009,Insulin dependent diabetes mellitus,SNOMED,diabetes_chads
238982009,Diabetic dermopathy,SNOMED,diabetes_chads
140521000000000,Ischemic foot ulcer due to type 2 diabetes mellitus (disorder),SNOMED,diabetes_chads
312903003,Mild non proliferative diabetic retinopathy,SNOMED,diabetes_chads
422034002,Diabetic retinopathy associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
5368009,Drug-induced diabetes mellitus (disorder),SNOMED,diabetes_chads
193141005,Diabetic mononeuritis multiplex,SNOMED,diabetes_chads
420662003,Coma associated with diabetes mellitus (disorder),SNOMED,diabetes_chads
198121000000000,Hypoglycaemic warning impaired (disorder),SNOMED,diabetes_chads
421075007,Ketoacidotic coma in type I diabetes mellitus (disorder),SNOMED,diabetes_chads
609572000,Maturity-onset diabetes of the young type 5 (disorder),SNOMED,diabetes_chads
190447002,Steroid-induced diabetes (disorder),SNOMED,diabetes_chads
408539000,Insulin autoimmune syndrome (disorder),SNOMED,diabetes_chads
201250006,Ischaemic ulcer diabetic foot,SNOMED,diabetes_chads
421256007,Ophthalmic complication of malnutrition-related diabetes mellitus (disorder),SNOMED,diabetes_chads
230574001,Diabetic acute painful polyneuropathy,SNOMED,diabetes_chads
408540003,Diabetes mellitus caused by non-steroid drugs (disorder),SNOMED,diabetes_chads
185760009,Diabetes monitoring telephone invite (procedure),SNOMED,diabetes_chads
170745003,Diabetic on diet only,SNOMED,diabetes_chads
532411000000000,Diabetes mellitus adult onset with no mention of complication (disorder),SNOMED,diabetes_chads
237620003,Abnormal metabolic state in diabetes mellitus,SNOMED,diabetes_chads
421847006,Ketoacidotic coma in type II diabetes mellitus (disorder),SNOMED,diabetes_chads
49455004,Diabetic polyneuropathy,SNOMED,diabetes_chads
385051000000000,Pre-existing diabetes mellitus (disorder),SNOMED,diabetes_chads
185758007,Diabetes monitoring third letter (procedure),SNOMED,diabetes_chads
236500003,Clinical diabetic nephropathy,SNOMED,diabetes_chads
371087003,Diabetic foot ulcer (disorder),SNOMED,diabetes_chads
279291000000000,Diabetes type 1 review (regime/therapy),SNOMED,diabetes_chads
5969009,Diabetes mellitus associated with genetic syndrome (disorder),SNOMED,diabetes_chads
190406000,Malnutrition-related diabetes mellitus with ketoacidosis,SNOMED,diabetes_chads
445353002,Brittle type II diabetes mellitus (finding),SNOMED,diabetes_chads
111556005,Diabetic ketoacidosis without coma,SNOMED,diabetes_chads
237633009,Hypoglycemic state in diabetes,SNOMED,diabetes_chads
290002008,Unstable type I diabetes mellitus,SNOMED,diabetes_chads
31211000000000,Peripheral vascular disease due to type I diabetes,SNOMED,diabetes_chads
193184006,Chronic painful diabetic neuropathy,SNOMED,diabetes_chads
399871005,Visually threatening diabetic retinopathy (disorder),SNOMED,diabetes_chads
25093002,Diabetic oculopathy,SNOMED,diabetes_chads
422099009,Diabetic oculopathy associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
230577008,Diabetic mononeuropathy,SNOMED,diabetes_chads
390853009,O/E - no left diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
75524006,Malnutrition related diabetes mellitus,SNOMED,diabetes_chads
312907002,Proliferative diabetic retinopathy - high risk,SNOMED,diabetes_chads
308106006,O/E - Left diabetic foot at risk,SNOMED,diabetes_chads
311782002,Advanced diabetic retinal disease,SNOMED,diabetes_chads
310425007,Diabetes monitoring invitation (procedure),SNOMED,diabetes_chads
201724008,Diabetic Charcot's arthropathy,SNOMED,diabetes_chads
707221002,Diabetic glomerulosclerosis,SNOMED,diabetes_chads
762489000,Acute complication with diabetes mellitus,SNOMED,diabetes_chads
238983004,Diabetic thick skin syndrome,SNOMED,diabetes_chads
23045005,Insulin dependent diabetes mellitus type IA (disorder),SNOMED,diabetes_chads
768794008,Bilateral diabetic cataracts,SNOMED,diabetes_chads
754101000000000,Type I diabetic dietary review (regime/therapy),SNOMED,diabetes_chads
314537004,Diabetic optic papillopathy,SNOMED,diabetes_chads
367991000000000,Hyperglycemia due to type 1 diabetes mellitus,SNOMED,diabetes_chads
59276001,Proliferative diabetic retinopathy,SNOMED,diabetes_chads
713706002,Polyneuropathy due to type 2 diabetes mellitus,SNOMED,diabetes_chads
769244003,Diabetic maculopathy of right eye,SNOMED,diabetes_chads
703136005,Diabetes mellitus in remission (disorder),SNOMED,diabetes_chads
309426007,Diabetic glomerulopathy,SNOMED,diabetes_chads
703138006,Type II diabetes mellitus in remission (disorder),SNOMED,diabetes_chads
314015001,Mixed diabetic maculopathy,SNOMED,diabetes_chads
284449005,Congenital total lipodystrophy (disorder),SNOMED,diabetes_chads
134395001,Diabetic retinopathy screening,SNOMED,diabetes_chads
232023006,Diabetic traction retinal detachment,SNOMED,diabetes_chads
8801005,Secondary diabetes mellitus,SNOMED,diabetes_chads
11530004,Brittle diabetes,SNOMED,diabetes_chads
421631007,Gangrene associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
127013003,Diabetic renal disease,SNOMED,diabetes_chads
280137006,Diabetic foot,SNOMED,diabetes_chads
769221001,Clinically significant macular edema of right eye co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads
770097006,Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads
420683009,Neurological disorder associated with malnutrition-related diabetes mellitus (disorder),SNOMED,diabetes_chads
10660500000000000,Ulcer of left foot co-occurrent and due to diabetes mellitus type 2 (disorder),SNOMED,diabetes_chads
775841000000000,Diabetic retinopathy detected by national screening programme (disorder),SNOMED,diabetes_chads
769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads
420486006,Exudative maculopathy associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads
421468001,Neurological disorder associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads
70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder),SNOMED,diabetes_chads
420789003,Diabetic retinopathy associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads
421893009,Renal disorder associated with type I diabetes mellitus (disorder),SNOMED,diabetes_chads
237621004,Diabetic severe hyperglycemia,SNOMED,diabetes_chads
769181007,Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads
763325000,Insulin resistance (disorder),SNOMED,diabetes_chads
237616002,Hypogonadism diabetes mellitus alopecia mental retardation and electrocardiographic abnormalities (disorder),SNOMED,diabetes_chads
399870006,Non-high-risk proliferative diabetic retinopathy with no macular edema (disorder),SNOMED,diabetes_chads
1109920000000000,Quality and Outcomes Framework quality indicator-related care invitation (procedure),SNOMED,diabetes_chads
724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),SNOMED,diabetes_chads
33559001,Pineal hyperplasia AND diabetes mellitus syndrome (disorder),SNOMED,diabetes_chads
773001000000000,Symptomatic diabetic peripheral neuropathy (disorder),SNOMED,diabetes_chads
127014009,Diabetic peripheral angiopathy,SNOMED,diabetes_chads
190330002,Diabetes mellitus juvenile type with hyperosmolar coma,SNOMED,diabetes_chads
190368000,Type I diabetes mellitus with ulcer,SNOMED,diabetes_chads
312909004,Proliferative diabetic retinopathy - iris neovascularisation,SNOMED,diabetes_chads
390834004,Non proliferative diabetic retinopathy (disorder),SNOMED,diabetes_chads
1066910000000000,Diabetes monitoring short message service text message first invitation (procedure),SNOMED,diabetes_chads
421986006,Persistent proteinuria associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder),SNOMED,diabetes_chads
609563008,Pre-existing diabetes mellitus in pregnancy (disorder),SNOMED,diabetes_chads
80660001,Mauriac's syndrome (disorder),SNOMED,diabetes_chads
193350004,Advanced diabetic maculopathy,SNOMED,diabetes_chads
230579006,Diabetic thoracic radiculopathy,SNOMED,diabetes_chads
268519009,Diabetic - poor control,SNOMED,diabetes_chads
390854003,O/E - diabetic maculopathy present both eyes (context-dependent category),SNOMED,diabetes_chads
735200002,Absence of lower limb due to diabetes mellitus (disorder),SNOMED,diabetes_chads
769183005,Mild nonproliferative diabetic retinopathy of right eye,SNOMED,diabetes_chads
232021008,Proliferative diabetic retinopathy new vessels on disc,SNOMED,diabetes_chads
314902007,Type II diabetes mellitus with peripheral angiopathy,SNOMED,diabetes_chads
237617006,Megaloblastic anemia thiamine-responsive with diabetes mellitus and sensorineural deafness (disorder),SNOMED,diabetes_chads
312908007,Proliferative diabetic retinopathy - quiescent,SNOMED,diabetes_chads
314010006,Diffuse diabetic maculopathy,SNOMED,diabetes_chads
385041000000000,Diabetes mellitus with multiple complications (disorder),SNOMED,diabetes_chads
413183008,Diabetes mellitus caused by non-steroid drugs without complication (disorder),SNOMED,diabetes_chads
190331003,Diabetes mellitus adult onset with hyperosmolar coma,SNOMED,diabetes_chads
422166005,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
237651005,Insulin resistance - type A (disorder),SNOMED,diabetes_chads
417677008,O/E - sight threatening diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
190407009,Malnutrition-related diabetes mellitus with renal complications (disorder),SNOMED,diabetes_chads
193349004,Preproliferative diabetic retinopathy,SNOMED,diabetes_chads
313436004,Non-insulin-dependent diabetes mellitus without complication,SNOMED,diabetes_chads
441656006,Hyperglycaemic crisis in diabetes mellitus,SNOMED,diabetes_chads
237627000,Pregnancy and type 2 diabetes mellitus (disorder),SNOMED,diabetes_chads
771571000000000,History of secondary diabetes mellitus (situation),SNOMED,diabetes_chads
420715001,Persistent microalbuminuria associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
190412005,Malnutrition-related diabetes mellitus without complications (disorder),SNOMED,diabetes_chads
232022001,Proliferative diabetic retinopathy with new vessels elsewhere than on disc,SNOMED,diabetes_chads
314771006,Type 1 diabetes mellitus with hypoglycaemic coma,SNOMED,diabetes_chads
140381000000000,Neuropathic toe ulcer due to type 2 diabetes mellitus (disorder),SNOMED,diabetes_chads
51002006,Diabetes mellitus associated with pancreatic disease,SNOMED,diabetes_chads
739681000,Diabetic oculopathy due to type I diabetes mellitus,SNOMED,diabetes_chads
791000000000,Angina associated with type II diabetes mellitus,SNOMED,diabetes_chads
408397002,Diabetic foot examination not indicated (context-dependent category),SNOMED,diabetes_chads
735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads
237601000,Secondary endocrine diabetes mellitus (disorder),SNOMED,diabetes_chads
170766006,Loss of hypoglycemic warning,SNOMED,diabetes_chads
609561005,Maturity-onset diabetes of the young (disorder),SNOMED,diabetes_chads
1067200000000000,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),SNOMED,diabetes_chads
444073006,Type I diabetes mellitus uncontrolled (finding),SNOMED,diabetes_chads
472969004,History of diabetes mellitus type 2 (situation),SNOMED,diabetes_chads
267604001,Myasthenic syndrome due to diabetic amyotrophy,SNOMED,diabetes_chads
426705001,Diabetes mellitus associated with cystic fibrosis (disorder),SNOMED,diabetes_chads
368601000000000,Hyperosmolar coma due to secondary diabetes mellitus,SNOMED,diabetes_chads
185756006,Diabetes monitoring first letter (procedure),SNOMED,diabetes_chads
894741000000000,Hypoglycaemic warning absent (disorder),SNOMED,diabetes_chads
769184004,Mild nonproliferative retinopathy of left eye,SNOMED,diabetes_chads
361216007,Diabetic femoral mononeuropathy,SNOMED,diabetes_chads
395204000,Hyperosmolar non-ketotic state in type 2 diabetes mellitus (disorder),SNOMED,diabetes_chads
112991000000000,Lipoatrophic diabetes mellitus without complication (disorder),SNOMED,diabetes_chads
313435000,Type I diabetes mellitus without complication,SNOMED,diabetes_chads
230572002,Diabetic neuropathy,SNOMED,diabetes_chads
390855002,O/E - diabetic maculopathy absent both eyes (context-dependent category),SNOMED,diabetes_chads
414910007,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
87451000000000,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,SNOMED,diabetes_chads
140391000000000,Ulcer of toe due to type 2 diabetes mellitus (disorder),SNOMED,diabetes_chads
2751001,Fibrocalculous pancreatic diabetes (disorder),SNOMED,diabetes_chads
237604008,Diabetes mellitus autosomal dominant type II,SNOMED,diabetes_chads
190410002,Malnutrition-related diabetes mellitus with peripheral circulatory complications,SNOMED,diabetes_chads
530559000000000000,Atypical diabetes mellitus (disorder),SNOMED,diabetes_chads
422275004,Gangrene associated with diabetes mellitus (disorder),SNOMED,diabetes_chads
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder),SNOMED,diabetes_chads
399866003,Diabetic retinal venous beading (disorder),SNOMED,diabetes_chads
237618001,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),SNOMED,diabetes_chads
424736006,Diabetic peripheral neuropathy (disorder),SNOMED,diabetes_chads
237632004,Hypoglycemic event in diabetes (disorder),SNOMED,diabetes_chads
190388001,Type II diabetes mellitus with multiple complications,SNOMED,diabetes_chads
401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),SNOMED,diabetes_chads
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),SNOMED,diabetes_chads
769186002,Moderate nonproliferative diabetic retinopathy of left eye,SNOMED,diabetes_chads
401191002,Diabetic foot examination (regime/therapy),SNOMED,diabetes_chads
769218003,Macular oedema of left eye co-occurrent and due to diabetes mellitus,SNOMED,diabetes_chads
420436000,Mononeuropathy associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
279321000000000,Diabetes type 2 review (regime/therapy),SNOMED,diabetes_chads
127011001,Diabetic sensory polyneuropathy,SNOMED,diabetes_chads
705072004,Diabetes monitoring invitation by short message service text messaging (procedure),SNOMED,diabetes_chads
39058009,Diabetic amyotrophy,SNOMED,diabetes_chads
420279001,Renal disorder associated with type II diabetes mellitus (disorder),SNOMED,diabetes_chads
303059007,Postpancreatectomy hypoinsulinemia (disorder),SNOMED,diabetes_chads
111552007,Diabetes mellitus without complication,SNOMED,diabetes_chads
201723002,Diabetic hand syndrome,SNOMED,diabetes_chads
408411003,O/E - right eye preproliferative diabetic retinopathy (context-dependent category),SNOMED,diabetes_chads
398140007,Somogyi phenomenon (disorder),SNOMED,diabetes_chads
237613005,Hyperproinsulinemia (disorder),SNOMED,diabetes_chads
1110920000000000,Quality and Outcomes Framework diabetes mellitus quality indicator-related care invitation (procedure),SNOMED,diabetes_chads
609562003,Maturity onset diabetes of the young type 1 (disorder),SNOMED,diabetes_chads
713704004,Gastroparesis due to diabetes mellitus (disorder),SNOMED,diabetes_chads
312905005,Severe non proliferative diabetic retinopathy,SNOMED,diabetes_chads
104941000000000,Retinal ischemia due to type 1 diabetes mellitus,SNOMED,diabetes_chads
25412000,Diabetic retinal microaneurysm,SNOMED,diabetes_chads
197605007,Nephrotic syndrome in diabetes mellitus,SNOMED,diabetes_chads
199231005,Pre-existing malnutrition-related diabetes mellitus,SNOMED,diabetes_chads
422183001,Skin ulcer associated with diabetes mellitus (disorder),SNOMED,diabetes_chads
24481000000000,Type 2 diabetic on diet only (finding),SNOMED,diabetes_chads
190369008,Type 1 diabetes mellitus with gangrene,SNOMED,diabetes_chads
422088007,Neurologic disorder associated with diabetes mellitus (disorder),SNOMED,diabetes_chads
308105005,O/E - Right diabetic foot at risk,SNOMED,diabetes_chads
422014003,Disorder associated with type II diabetes melliltus (disorder),SNOMED,diabetes_chads
230576004,Diabetic asymmetric polyneuropathy,SNOMED,diabetes_chads
419100001,Infection of foot associated with diabetes (disorder),SNOMED,diabetes_chads
237652003,Insulin resistance - type B (disorder),SNOMED,diabetes_chads
314893005,Type 1 diabetes mellitus with arthropathy,SNOMED,diabetes_chads
421750000,Ketoacidosis in type II diabetes mellitus (disorder),SNOMED,diabetes_chads
769217008,Diabetic macular edema of right eye,SNOMED,diabetes_chads
267467004,Diabetes mellitus (& [ketoacidosis]) (disorder),SNOMED,diabetes_chads
713705003,Polyneuropathy due to type 1 diabetes mellitus,SNOMED,diabetes_chads
111307005,Leprechaunism syndrome (disorder),SNOMED,diabetes_chads
43959009,Diabetic cataract,SNOMED,diabetes_chads
769185003,Moderate non-proliferative diabetic retinopathy of right eye,SNOMED,diabetes_chads
312910009,Diabetic vitreous hemorrhage,SNOMED,diabetes_chads
50620007,Diabetic autonomic neuropathy,SNOMED,diabetes_chads
190389009,Type 2 diabetes mellitus with ulcer,SNOMED,diabetes_chads
230575000,Diabetic chronic painful polyneuropathy,SNOMED,diabetes_chads
200687002,Cellulitis in diabetic foot,SNOMED,diabetes_chads
201251005,Neuropathic diabetic ulcer - foot,SNOMED,diabetes_chads
429729007,Diabetic education completed (situation),SNOMED,diabetes_chads
170747006,Diabetic on insulin,SNOMED,diabetes_chads
199230006,Pre-existing diabetes mellitus non-insulin-dependent,SNOMED,diabetes_chads
314011005,Focal diabetic maculopathy,SNOMED,diabetes_chads
127012008,Lipoatrophic diabetes,SNOMED,diabetes_chads
769182000,Preproliferative diabetic retinopathy of left eye,SNOMED,diabetes_chads
312912001,Diabetic macular edema,SNOMED,diabetes_chads
724136006,Diabetic mastopathy,SNOMED,diabetes_chads
74627003,Diabetic complication,SNOMED,diabetes_chads
193489006,Diabetic iritis,SNOMED,diabetes_chads
