code,term,system,codelist
1089421000000100,Cerebral infarction due to stenosis of cerebral artery (disorder),SNOMED,stroke_chads
16000511000119100,Cerebrovascular accident due to occlusion of left middle cerebral artery (disorder),SNOMED,stroke_chads
16002031000119100,Cerebrovascular accident due to thrombus of right middle cerebral artery (disorder),SNOMED,stroke_chads
16002111000119100,Cerebrovascular accident due to thrombus of left middle cerebral artery (disorder),SNOMED,stroke_chads
195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic (disorder)",SNOMED,stroke_chads
20059004,Occlusion of cerebral artery (disorder),SNOMED,stroke_chads
230693009,Anterior cerebral circulation infarction (disorder),SNOMED,stroke_chads
230696001,Posterior cerebral circulation infarction (disorder),SNOMED,stroke_chads
230701008,Pure sensorimotor lacunar infarction (disorder),SNOMED,stroke_chads
307363008,Multiple lacunar infarcts (disorder),SNOMED,stroke_chads
329641000119104,Cerebrovascular accident due to thrombus of basilar artery (disorder),SNOMED,stroke_chads
371041009,Embolic stroke (disorder),SNOMED,stroke_chads
734383005,Thrombosis of left middle cerebral artery (disorder),SNOMED,stroke_chads
87555007,Claude's syndrome (disorder),SNOMED,stroke_chads
1089411000000100,Cerebral infarction due to occlusion of cerebral artery (disorder),SNOMED,stroke_chads
195213000,Cerebellar stroke syndrome (disorder),SNOMED,stroke_chads
230694003,Total anterior cerebral circulation infarction (disorder),SNOMED,stroke_chads
230695002,Partial anterior cerebral circulation infarction (disorder),SNOMED,stroke_chads
230702001,Lacunar ataxic hemiparesis (disorder),SNOMED,stroke_chads
230703006,Dysarthria-clumsy hand syndrome (disorder),SNOMED,stroke_chads
230704000,Multi-infarct state (disorder),SNOMED,stroke_chads
24654003,Weber-Gubler syndrome (disorder),SNOMED,stroke_chads
25133001,Completed stroke (disorder),SNOMED,stroke_chads
276219001,Occipital cerebral infarction (disorder),SNOMED,stroke_chads
276220007,Foville syndrome (disorder),SNOMED,stroke_chads
276221006,Millard-Gubler syndrome (disorder),SNOMED,stroke_chads
276222004,Top of basilar syndrome (disorder),SNOMED,stroke_chads
413758000,Cardioembolic stroke (disorder),SNOMED,stroke_chads
426107000,Acute lacunar infarction (disorder),SNOMED,stroke_chads
734384004,Thrombosis of right middle cerebral artery (disorder),SNOMED,stroke_chads
90099008,Subcortical leukoencephalopathy (disorder),SNOMED,stroke_chads
195212005,Brainstem stroke syndrome,SNOMED,stroke_chads
195213000,Cerebellar stroke syndrome,SNOMED,stroke_chads
195216008,Left sided cerebral hemisphere cerebrovascular accident,SNOMED,stroke_chads
195217004,Right sided CVA,SNOMED,stroke_chads
230690007,CVA - Cerebrovascular accident,SNOMED,stroke_chads
275434003,Stroke in the puerperium,SNOMED,stroke_chads
16371781000119100,Cerebellar stroke (disorder),SNOMED,stroke_chads
195209007,Middle cerebral artery syndrome (disorder),SNOMED,stroke_chads
195210002,Anterior cerebral artery syndrome (disorder),SNOMED,stroke_chads
195211003,Posterior cerebral artery syndrome (disorder),SNOMED,stroke_chads
195212005,Brainstem stroke syndrome (disorder),SNOMED,stroke_chads
195216008,Left sided cerebral hemisphere cerebrovascular accident (disorder),SNOMED,stroke_chads
195217004,Right sided cerebral hemisphere cerebrovascular accident (disorder),SNOMED,stroke_chads
230706003,Hemorrhagic cerebral infarction (disorder),SNOMED,stroke_chads
230708002,Posterior cerebral circulation hemorrhagic infarction (disorder),SNOMED,stroke_chads
281240008,Extension of cerebrovascular accident (disorder),SNOMED,stroke_chads
297138001,Embolus of circle of Willis (disorder),SNOMED,stroke_chads
444172003,Recurrent transient cerebral ischemic attack (disorder),SNOMED,stroke_chads
230690007,Cerebrovascular accident (disorder),SNOMED,stroke_chads
230707007,Anterior cerebral circulation hemorrhagic infarction (disorder),SNOMED,stroke_chads
230713003,Stroke of uncertain pathology (disorder),SNOMED,stroke_chads
230714009,Anterior circulation stroke of uncertain pathology (disorder),SNOMED,stroke_chads
230715005,Posterior circulation stroke of uncertain pathology (disorder),SNOMED,stroke_chads
275434003,Stroke in the puerperium (disorder),SNOMED,stroke_chads
195206000,Intermittent cerebral ischaemia,SNOMED,stroke_chads
230716006,Anterior circulation transient ischaemic attack,SNOMED,stroke_chads
266257000,TIA,SNOMED,stroke_chads
15258001,Subclavian steal syndrome (disorder),SNOMED,stroke_chads
195199008,Vertebrobasilar artery syndrome (disorder),SNOMED,stroke_chads
195205001,Impending cerebral ischemia (disorder),SNOMED,stroke_chads
34781003,Vertebral artery syndrome (disorder),SNOMED,stroke_chads
64009001,Basilar artery syndrome (disorder),SNOMED,stroke_chads
751371000000107,Personal history of transient ischaemic attack (situation),SNOMED,stroke_chads
230717002,Vertebrobasilar territory transient ischemic attack (disorder),SNOMED,stroke_chads
438773007,Recurrent pulmonary embolism (disorder),SNOMED,stroke_chads
133971000119108,Chronic pulmonary embolism (disorder),SNOMED,stroke_chads
