code,term,system,codelist
715401008,Primary biliary cirrhosis co-occurrent with systemic scleroderma (disorder),SNOMED,liver_disease_hasbled
713542007,Portal hypertension caused by antiretroviral drug (disorder),SNOMED,liver_disease_hasbled
123606000,Cholangiolitic cirrhosis (disorder),SNOMED,liver_disease_hasbled
371139006,Early cirrhosis (disorder),SNOMED,liver_disease_hasbled
153091000000000,Hepatic coma due to chronic hepatitis B with delta agent (disorder),SNOMED,liver_disease_hasbled
103611000000000,Cirrhosis of liver due to hepatitis B (disorder),SNOMED,liver_disease_hasbled
186624004,Acute hepatitis B with delta agent (coinfection) with hepatic coma (disorder),SNOMED,liver_disease_hasbled
86454000,Postnecrotic cirrhosis (disorder),SNOMED,liver_disease_hasbled
204782009,Atresia of hepatic ducts (disorder),SNOMED,liver_disease_hasbled
235898000,Pericellular fibrosis of congenital syphilis (disorder),SNOMED,liver_disease_hasbled
197303009,Bacterial portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
173660005,Rigid esophagoscopy and injection sclerotherapy of varices (procedure),SNOMED,liver_disease_hasbled
536002,Glissonian cirrhosis (disorder),SNOMED,liver_disease_hasbled
125921000000000,Hepatic coma due to acute hepatitis C (disorder),SNOMED,liver_disease_hasbled
716203000,Decompensated cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled
721847002,Joubert syndrome with congenital hepatic fibrosis (disorder),SNOMED,liver_disease_hasbled
432777003,Accelerated rejection of liver transplant (disorder),SNOMED,liver_disease_hasbled
725939009,Cirrhosis of liver caused by amiodarone (disorder),SNOMED,liver_disease_hasbled
768006009,Chronic hepatitis C caused by Hepatitis C virus genotype 3 (disorder),SNOMED,liver_disease_hasbled
725940006,Cirrhosis of liver caused by methyldopa (disorder),SNOMED,liver_disease_hasbled
309783001,Esophageal varices in alcoholic cirrhosis of the liver (disorder),SNOMED,liver_disease_hasbled
427022004,Liver disease due to cystic fibrosis (disorder),SNOMED,liver_disease_hasbled
28670008,Esophageal varices (disorder),SNOMED,liver_disease_hasbled
197359004,Toxic liver disease with chronic persistent hepatitis (disorder),SNOMED,liver_disease_hasbled
314963000,Local recurrence of malignant tumor of liver (disorder),SNOMED,liver_disease_hasbled
432772009,Hyperacute rejection of liver transplant (disorder),SNOMED,liver_disease_hasbled
721160006,Downhill varices of esophagus (disorder),SNOMED,liver_disease_hasbled
66870002,Chronic active viral hepatitis (disorder),SNOMED,liver_disease_hasbled
235458006,Exploration of liver transplant (procedure),SNOMED,liver_disease_hasbled
413438002,Acute hepatic failure due to drugs (disorder),SNOMED,liver_disease_hasbled
308129003,Esophageal varices in cirrhosis of the liver (disorder),SNOMED,liver_disease_hasbled
173617001,Open operations on esophageal varices (procedure),SNOMED,liver_disease_hasbled
767810006,Chronic hepatitis C caused by hepatitis C virus genotype 5 (disorder),SNOMED,liver_disease_hasbled
73475009,Hepatogenous chronic copper poisoning (disorder),SNOMED,liver_disease_hasbled
768126006,Chronic hepatitis C caused by Hepatitis C virus genotype 4 (disorder),SNOMED,liver_disease_hasbled
431222008,Acute rejection of liver transplant (disorder),SNOMED,liver_disease_hasbled
735733008,Cirrhosis of liver co-occurrent and due to primary sclerosing cholangitis (disorder),SNOMED,liver_disease_hasbled
19682006,Lupus hepatitis (disorder),SNOMED,liver_disease_hasbled
1116000,Chronic aggressive type B viral hepatitis (disorder),SNOMED,liver_disease_hasbled
27280000,Liver transplant with recipient hepatectomy (procedure),SNOMED,liver_disease_hasbled
33144001,Parasitic cirrhosis (disorder),SNOMED,liver_disease_hasbled
347891000000000,Chronic hepatitis C with stage 3 fibrosis (disorder),SNOMED,liver_disease_hasbled
50167007,Chronic active type B viral hepatitis (disorder),SNOMED,liver_disease_hasbled
707420003,Portal hypertension due to cystic fibrosis (disorder),SNOMED,liver_disease_hasbled
173621008,Open injection sclerotherapy to esophageal varices (procedure),SNOMED,liver_disease_hasbled
173641003,Fiberoptic esophagoscopy and banding of esophageal varices (procedure),SNOMED,liver_disease_hasbled
197294009,Fatty portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
420054005,Alcoholic cirrhosis (disorder),SNOMED,liver_disease_hasbled
6183001,Indian childhood cirrhosis (disorder),SNOMED,liver_disease_hasbled
18027006,Transplantation of liver (procedure),SNOMED,liver_disease_hasbled
197368002,Hepatic granulomas in sarcoidosis (disorder),SNOMED,liver_disease_hasbled
197324004,Liver abscess and sequelae of chronic liver disease (disorder),SNOMED,liver_disease_hasbled
831000000000,Cirrhosis of liver due to chronic hepatitis C (disorder),SNOMED,liver_disease_hasbled
432908002,Chronic rejection of liver transplant (disorder),SNOMED,liver_disease_hasbled
123716002,Latent cirrhosis (disorder),SNOMED,liver_disease_hasbled
735451005,Chronic infection caused by Hepatitis D virus (disorder),SNOMED,liver_disease_hasbled
195474004,Esophageal varices associated with another disorder (disorder),SNOMED,liver_disease_hasbled
1287007,Congenital absence of bile duct (disorder),SNOMED,liver_disease_hasbled
128302006,Chronic hepatitis C (disorder),SNOMED,liver_disease_hasbled
20415001,Progressive sclerosing poliodystrophy (disorder),SNOMED,liver_disease_hasbled
408335007,Autoimmune hepatitis (disorder),SNOMED,liver_disease_hasbled
235897005,Hypoxia-associated cirrhosis (disorder),SNOMED,liver_disease_hasbled
174425003,Orthotopic liver transplant (procedure),SNOMED,liver_disease_hasbled
197360009,Toxic liver disease with chronic lobular hepatitis (disorder),SNOMED,liver_disease_hasbled
41889008,Chronic persistent hepatitis (disorder),SNOMED,liver_disease_hasbled
61977001,Chronic type B viral hepatitis (disorder),SNOMED,liver_disease_hasbled
776981000000000,Cirrhosis associated with cystic fibrosis (disorder),SNOMED,liver_disease_hasbled
81675001,Chronic yellow atrophy of liver (disorder),SNOMED,liver_disease_hasbled
721206006,Solitary varix of esophagus (disorder),SNOMED,liver_disease_hasbled
146371000000000,Hepatic coma due to chronic hepatitis C (disorder),SNOMED,liver_disease_hasbled
78208005,Pigment cirrhosis (disorder),SNOMED,liver_disease_hasbled
424099008,Hepatic coma due to acute hepatitis B (disorder),SNOMED,liver_disease_hasbled
123607009,Septal fibrosis of liver (disorder),SNOMED,liver_disease_hasbled
9843006,Chronic lymphocytic cholangitis-cholangiohepatitis (disorder),SNOMED,liver_disease_hasbled
38662009,Chronic persistent type B viral hepatitis (disorder),SNOMED,liver_disease_hasbled
44047000,Zieve's syndrome (disorder),SNOMED,liver_disease_hasbled
853761000000000,Living donor liver transplantation (procedure),SNOMED,liver_disease_hasbled
708248004,End stage liver disease (disorder),SNOMED,liver_disease_hasbled
62216007,Familial arthrogryposis-cholestatic hepatorenal syndrome (disorder),SNOMED,liver_disease_hasbled
235911006,Liver transplant rejection (disorder),SNOMED,liver_disease_hasbled
197361008,Toxic liver disease with chronic active hepatitis (disorder),SNOMED,liver_disease_hasbled
419728003,Portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
82821008,Congenital atresia of extrahepatic bile duct (disorder),SNOMED,liver_disease_hasbled
773411000000000,Liver failure support management (procedure),SNOMED,liver_disease_hasbled
197296006,Capsular portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
266471006,Juvenile portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
235884008,Fulminant hepatic failure (disorder),SNOMED,liver_disease_hasbled
426356008,Orthotopic transplantation of whole liver (procedure),SNOMED,liver_disease_hasbled
74669004,Cardiac cirrhosis (disorder),SNOMED,liver_disease_hasbled
266469006,Multilobular portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
197305002,Syphilitic portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
197316009,Portal fibrosis without cirrhosis (disorder),SNOMED,liver_disease_hasbled
428198008,Transplantation of hepatocytes (procedure),SNOMED,liver_disease_hasbled
235910007,Liver transplant disorder (disorder),SNOMED,liver_disease_hasbled
722867009,Idiopathic portal hypertension (disorder),SNOMED,liver_disease_hasbled
450880008,Chronic hepatitis E (disorder),SNOMED,liver_disease_hasbled
699189004,North American Indian childhood cirrhosis (disorder),SNOMED,liver_disease_hasbled
109819003,Obstructive biliary cirrhosis (disorder),SNOMED,liver_disease_hasbled
14223005,Esophageal varices without bleeding (disorder),SNOMED,liver_disease_hasbled
197284004,Chronic active hepatitis (disorder),SNOMED,liver_disease_hasbled
31712002,Primary biliary cholangitis (disorder),SNOMED,liver_disease_hasbled
197270009,Acute hepatic failure (disorder),SNOMED,liver_disease_hasbled
59927004,Hepatic failure (disorder),SNOMED,liver_disease_hasbled
235901004,Hepatic fibrosis with hepatic sclerosis (disorder),SNOMED,liver_disease_hasbled
737297006,Transplanted liver present (finding),SNOMED,liver_disease_hasbled
266468003,Cirrhosis - non-alcoholic (disorder),SNOMED,liver_disease_hasbled
197310003,Biliary cirrhosis of children (disorder),SNOMED,liver_disease_hasbled
235870003,Chronic non-A non-B hepatitis (disorder),SNOMED,liver_disease_hasbled
21861000,Micronodular cirrhosis (disorder),SNOMED,liver_disease_hasbled
31742004,Arteriohepatic dysplasia (disorder),SNOMED,liver_disease_hasbled
235881000,Alcoholic hepatic failure (disorder),SNOMED,liver_disease_hasbled
1761006,Biliary cirrhosis (disorder),SNOMED,liver_disease_hasbled
62484002,Hepatic fibrosis (disorder),SNOMED,liver_disease_hasbled
235900003,Portal and splenic vein sclerosis (disorder),SNOMED,liver_disease_hasbled
10295004,Chronic viral hepatitis (disorder),SNOMED,liver_disease_hasbled
174426002,Heterotopic liver transplant (procedure),SNOMED,liver_disease_hasbled
235896001,Infectious cirrhosis (disorder),SNOMED,liver_disease_hasbled
197300007,Pipestem portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
76301009,Florid cirrhosis (disorder),SNOMED,liver_disease_hasbled
123604002,Toxic cirrhosis (disorder),SNOMED,liver_disease_hasbled
173679008,Balloon tamponade of esophagus (procedure),SNOMED,liver_disease_hasbled
265437009,Exploration of liver (procedure),SNOMED,liver_disease_hasbled
89580002,Cryptogenic cirrhosis (disorder),SNOMED,liver_disease_hasbled
41309000,Alcoholic liver damage (disorder),SNOMED,liver_disease_hasbled
204781002,Congenital absence of hepatic ducts (disorder),SNOMED,liver_disease_hasbled
19943007,Cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled
76783007,Chronic hepatitis (disorder),SNOMED,liver_disease_hasbled
197291001,Unilobular portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
79720007,Chronic nonalcoholic liver disease (disorder),SNOMED,liver_disease_hasbled
195476002,Esophageal varices without bleeding associated with another disorder (disorder),SNOMED,liver_disease_hasbled
235895002,Laennec's cirrhosis non-alcoholic (disorder),SNOMED,liver_disease_hasbled
235902006,Intrahepatic phlebosclerosis and fibrosis (disorder),SNOMED,liver_disease_hasbled
235912004,Liver transplant failure (disorder),SNOMED,liver_disease_hasbled
68094008,Congenital hypoplasia of bile duct (disorder),SNOMED,liver_disease_hasbled
235213002,Balloon tamponade of esophagus using Minnesota tube (procedure),SNOMED,liver_disease_hasbled
197293003,Diffuse nodular cirrhosis (disorder),SNOMED,liver_disease_hasbled
40946000,Hepatic coma due to viral hepatitis (disorder),SNOMED,liver_disease_hasbled
186628001,Viral hepatitis C with coma (disorder),SNOMED,liver_disease_hasbled
12368000,Secondary biliary cirrhosis (disorder),SNOMED,liver_disease_hasbled
186639003,Chronic viral hepatitis B without delta-agent (disorder),SNOMED,liver_disease_hasbled
235212007,Balloon tamponade of esophagus using Sengstaken-Blakemore tube (procedure),SNOMED,liver_disease_hasbled
717156002,Biliary atresia with splenic malformation syndrome (disorder),SNOMED,liver_disease_hasbled
717865007,Gastric varices without bleeding (disorder),SNOMED,liver_disease_hasbled
276723008,Intrahepatic biliary hypoplasia (disorder),SNOMED,liver_disease_hasbled
768289009,Chronic hepatitis C caused by Hepatitis C virus genotype 1a (disorder),SNOMED,liver_disease_hasbled
213230009,Hepatic failure as a complication of care (disorder),SNOMED,liver_disease_hasbled
426841006,Fiberoptic endoscopic rubber band ligation of upper gastrointestinal tract varices (procedure),SNOMED,liver_disease_hasbled
34736002,Chronic passive congestion of liver (disorder),SNOMED,liver_disease_hasbled
328383001,Chronic liver disease (disorder),SNOMED,liver_disease_hasbled
713370005,Acute on chronic alcoholic liver disease (disorder),SNOMED,liver_disease_hasbled
123605001,Nutritional cirrhosis (disorder),SNOMED,liver_disease_hasbled
768125005,Chronic hepatitis C caused by Hepatitis C virus genotype 2 (disorder),SNOMED,liver_disease_hasbled
725416005,Cardiomyopathy co-occurrent and due to cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled
27156006,Posthepatitic cirrhosis (disorder),SNOMED,liver_disease_hasbled
715864007,Non-Wilsonian hepatic copper toxicosis of infancy and childhood (disorder),SNOMED,liver_disease_hasbled
31155007,Benign recurrent intrahepatic cholestasis (disorder),SNOMED,liver_disease_hasbled
708198006,Chronic active hepatitis C (disorder),SNOMED,liver_disease_hasbled
22508003,Hepatic failure due to a procedure (disorder),SNOMED,liver_disease_hasbled
725938001,Cirrhosis of liver caused by methotrexate (disorder),SNOMED,liver_disease_hasbled
33167004,Complication of transplanted liver (disorder),SNOMED,liver_disease_hasbled
60037002,Chronic persistent viral hepatitis (disorder),SNOMED,liver_disease_hasbled
213231008,Hepatorenal syndrome as a complication of care (disorder),SNOMED,liver_disease_hasbled
17709002,Bleeding esophageal varices (disorder),SNOMED,liver_disease_hasbled
15999000,Mixed micro AND macronodular cirrhosis (disorder),SNOMED,liver_disease_hasbled
266470007,Cardiac portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
425413006,Drug-induced cirrhosis of liver (disorder),SNOMED,liver_disease_hasbled
737202006,Fibropolycystic disease of liver (disorder),SNOMED,liver_disease_hasbled
61477008,Incision and exploration of liver (procedure),SNOMED,liver_disease_hasbled
26206000,Hepatic coma due to viral hepatitis B (disorder),SNOMED,liver_disease_hasbled
235885009,Subfulminant hepatic failure (disorder),SNOMED,liver_disease_hasbled
173661009,Rigid esophagoscopy and banding of esophageal varices (procedure),SNOMED,liver_disease_hasbled
79607001,Congenital hepatic fibrosis (disorder),SNOMED,liver_disease_hasbled
197441003,Primary sclerosing cholangitis (disorder),SNOMED,liver_disease_hasbled
235886005,Chronic hepatic failure (disorder),SNOMED,liver_disease_hasbled
173639004,Fiberoptic esophagoscopy and injection sclerotherapy of varices (procedure),SNOMED,liver_disease_hasbled
307757001,Chronic alcoholic hepatitis (disorder),SNOMED,liver_disease_hasbled
67364009,Ligation of esophageal varices (procedure),SNOMED,liver_disease_hasbled
197301006,Toxic portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
57339008,Chronic lobular hepatitis (disorder),SNOMED,liver_disease_hasbled
197275004,Subacute hepatic failure (disorder),SNOMED,liver_disease_hasbled
235880004,Alcoholic fibrosis and sclerosis of liver (disorder),SNOMED,liver_disease_hasbled
16060001,Hepatic coma due to viral hepatitis A (disorder),SNOMED,liver_disease_hasbled
713181003,Chronic alcoholic liver disease (disorder),SNOMED,liver_disease_hasbled
16070004,Syphilitic cirrhosis (disorder),SNOMED,liver_disease_hasbled
28009009,Liver transplant without recipient hepatectomy (procedure),SNOMED,liver_disease_hasbled
768127002,Chronic hepatitis C caused by Hepatitis C virus genotype 1 (disorder),SNOMED,liver_disease_hasbled
721712002,Autoimmune hepatitis type 2 (disorder),SNOMED,liver_disease_hasbled
721713007,Autoimmune hepatitis type 3 (disorder),SNOMED,liver_disease_hasbled
37688005,Clonorchiasis with biliary cirrhosis (disorder),SNOMED,liver_disease_hasbled
174427006,Replacement of previous liver transplant (procedure),SNOMED,liver_disease_hasbled
271440004,Cirrhosis secondary to cholestasis (disorder),SNOMED,liver_disease_hasbled
235875008,Alcoholic hepatitis (disorder),SNOMED,liver_disease_hasbled
721711009,Autoimmune hepatitis type 1 (disorder),SNOMED,liver_disease_hasbled
314587006,Trial dissection of liver mass (procedure),SNOMED,liver_disease_hasbled
721710005,Fibrosis of liver caused by alcohol (disorder),SNOMED,liver_disease_hasbled
9953008,Acute alcoholic liver disease (disorder),SNOMED,liver_disease_hasbled
50325005,Alcoholic fatty liver (disorder),SNOMED,liver_disease_hasbled
197279005,Cirrhosis and chronic liver disease (disorder),SNOMED,liver_disease_hasbled
77480004,Congenital biliary atresia (disorder),SNOMED,liver_disease_hasbled
197299004,Pigmentary portal cirrhosis (disorder),SNOMED,liver_disease_hasbled
235889003,Drug-induced chronic hepatitis (disorder),SNOMED,liver_disease_hasbled
91109007,Gastric varices (disorder),SNOMED,liver_disease_hasbled
43904005,Macronodular cirrhosis (disorder),SNOMED,liver_disease_hasbled
307008007,Exploration of liver hilum (procedure),SNOMED,liver_disease_hasbled
767809001,Chronic hepatitis C caused by hepatitis C virus genotype 6 (disorder),SNOMED,liver_disease_hasbled
123717006,Advanced cirrhosis (disorder),SNOMED,liver_disease_hasbled
197286002,Recurrent hepatitis (disorder),SNOMED,liver_disease_hasbled
235869004,Chronic viral hepatitis B with hepatitis D (disorder),SNOMED,liver_disease_hasbled
235899008,Hepatic sclerosis (disorder),SNOMED,liver_disease_hasbled
