code,term,system,codelist
0209000L0AAABAB,Dipyridamole 25mg tablets,BNF,antiplatelets
0209000L0AAABAB,Dipyridamole 25mg tablets,BNF,antiplatelets
0209000L0AAABAB,Dipyridamole 25mg tablets,BNF,antiplatelets
0209000L0AAABAB,Dipyridamole 25mg tablets,BNF,antiplatelets
0209000L0AAABAB,Dipyridamole 25mg tablets,BNF,antiplatelets
0209000L0AAABAB,Dipyridamole 25mg tablets,BNF,antiplatelets
0209000L0AAACAC,Dipyridamole 100mg tablets,BNF,antiplatelets
0209000L0AAACAC,Dipyridamole 100mg tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000L0AAAYAY,Dipyridamole 200mg/5ml oral suspension sugar free,BNF,antiplatelets
0209000L0AAAYAY,Dipyridamole 200mg/5ml oral suspension sugar free,BNF,antiplatelets
0209000L0AAAZAZ,Dipyridamole 200mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAZAZ,Dipyridamole 200mg/5ml oral suspension,BNF,antiplatelets
0209000L0BBAAAB,Persantin 25mg tablets,BNF,antiplatelets
0209000L0BBABAC,Persantin 100mg tablets,BNF,antiplatelets
0209000L0BBACAA,Persantin 10mg/2ml solution for injection ampoules,BNF,antiplatelets
0209000L0BBAFAM,Persantin Retard 200mg capsules,BNF,antiplatelets
0209000L0BBAGAM,Persantin Retard 200mg capsules,BNF,antiplatelets
0209000L0BCAAAB,Pyridantin 25mg tablets,BNF,antiplatelets
0209000A0BCAAAJ,Angettes 75 tablets,BNF,antiplatelets
0209000A0BFAAAK,Nu-Seals 75 gastro-resistant tablets,BNF,antiplatelets
0209000A0BGAAAB,PostMI 75 dispersible tablets,BNF,antiplatelets
0209000A0BGABAK,PostMI 75 EC tablets,BNF,antiplatelets
0209000A0BIAAAK,Caprin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0BKAAAK,Enprin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0BLAAAK,Micropirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0BMAAAK,Gencardia 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0BNAAAB,Pure Health Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0BPAAAK,Boots Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0BQAAAB,Danamep 75mg dispersible tablets,BNF,antiplatelets
0209000L0AAAKAK,Dipyridamole 50mg/5ml oral suspension sugar free,BNF,antiplatelets
0209000L0AAALAL,Dipyridamole 50mg/5ml oral solution,BNF,antiplatelets
0209000L0AAALAL,Dipyridamole 50mg/5ml oral solution,BNF,antiplatelets
0209000L0AAANAN,Dipyridamole 200mg/5ml oral solution,BNF,antiplatelets
0209000L0AAANAN,Dipyridamole 200mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAPAP,Dipyridamole 250mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAPAP,Dipyridamole 250mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAPAP,Dipyridamole 250mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAPAP,Dipyridamole 250mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAQAQ,Dipyridamole 25mg/5ml oral solution,BNF,antiplatelets
0209000C0AAADAD,Clopidogrel 25mg/5ml oral suspension,BNF,antiplatelets
0209000C0AAAEAE,Clopidogrel 300mg tablets,BNF,antiplatelets
0209000C0AAAFAF,Clopidogrel 11mg oral powder sachets,BNF,antiplatelets
0209000C0AAAFAF,Clopidogrel 11mg oral powder sachets,BNF,antiplatelets
0209000C0AAAIAI,Clopidogrel 4mg oral powder sachets,BNF,antiplatelets
0209000C0AAAIAI,Clopidogrel 4mg oral powder sachets,BNF,antiplatelets
0209000C0AAAJAJ,Clopidogrel 75mg/5ml oral solution,BNF,antiplatelets
0209000C0AAAJAJ,Clopidogrel 75mg/5ml oral solution,BNF,antiplatelets
0209000C0AAAKAK,Clopidogrel 75mg/5ml oral suspension,BNF,antiplatelets
0209000C0AAAKAK,Clopidogrel 75mg/5ml oral suspension,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000L0AAATAT,Dipyridamole 20mg/5ml oral solution,BNF,antiplatelets
0209000L0AAATAT,Dipyridamole 20mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAATAT,Dipyridamole 20mg/5ml oral solution,BNF,antiplatelets
0209000L0AAATAT,Dipyridamole 20mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAUAU,Dipyridamole 12.5mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAUAU,Dipyridamole 12.5mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAUAU,Dipyridamole 12.5mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAUAU,Dipyridamole 12.5mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAYAY,Dipyridamole 200mg/5ml oral suspension sugar free,BNF,antiplatelets
0209000L0AAAYAY,Dipyridamole 200mg/5ml oral suspension sugar free,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAATAT,Aspirin 25mg capsules,BNF,antiplatelets
0209000A0AAATAT,Aspirin 25mg capsules,BNF,antiplatelets
0209000A0AABABA,Aspirin 25mg/5ml oral solution,BNF,antiplatelets
0209000A0AABABA,Aspirin 25mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABABA,Aspirin 25mg/5ml oral solution,BNF,antiplatelets
0209000A0AABABA,Aspirin 25mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABBBB,Aspirin 40mg/5ml oral solution,BNF,antiplatelets
0209000A0AABBBB,Aspirin 40mg/5ml oral suspension,BNF,antiplatelets
0209000C0AAALAL,Clopidogrel 1mg/ml oral suspension,BNF,antiplatelets
0209000C0AAALAL,Clopidogrel 1mg/ml oral suspension,BNF,antiplatelets
0209000C0AAAMAM,Clopidogrel 5mg oral powder sachets,BNF,antiplatelets
0209000C0AAAMAM,Clopidogrel 5mg oral powder sachets,BNF,antiplatelets
0209000C0AAANAN,Clopidogrel 6mg oral powder sachets,BNF,antiplatelets
0209000C0AAANAN,Clopidogrel 6mg oral powder sachets,BNF,antiplatelets
0209000C0AAAPAP,Clopidogrel 3.5mg oral powder sachets,BNF,antiplatelets
0209000C0AAAPAP,Clopidogrel 3.5mg oral powder sachets,BNF,antiplatelets
0209000C0AAAQAQ,Clopidogrel 6mg/ml oral suspension,BNF,antiplatelets
0209000C0AAAQAQ,Clopidogrel 6mg/ml oral suspension,BNF,antiplatelets
0209000L0AAAQAQ,Dipyridamole 25mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAQAQ,Dipyridamole 25mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAQAQ,Dipyridamole 25mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAARAR,Dipyridamole 15mg/5ml oral solution,BNF,antiplatelets
0209000L0AAARAR,Dipyridamole 15mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAARAR,Dipyridamole 15mg/5ml oral solution,BNF,antiplatelets
0209000L0AAARAR,Dipyridamole 15mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAASAS,Dipyridamole 30mg/5ml oral solution,BNF,antiplatelets
0209000L0AAASAS,Dipyridamole 30mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAASAS,Dipyridamole 30mg/5ml oral solution,BNF,antiplatelets
0209000L0AAASAS,Dipyridamole 30mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAACAC,Dipyridamole 100mg tablets,BNF,antiplatelets
0209000L0AAAHAH,Dipyridamole 100mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAHAH,Dipyridamole 100mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAHAH,Dipyridamole 100mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAHAH,Dipyridamole 100mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAIAI,Dipyridamole 5mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAIAI,Dipyridamole 5mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAIAI,Dipyridamole 5mg/5ml oral solution,BNF,antiplatelets
0209000L0AAAIAI,Dipyridamole 5mg/5ml oral suspension,BNF,antiplatelets
0209000L0AAAJAJ,Dipyridamole 10mg/5ml oral solution,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
0209000Y0BBAAAA,Efient 5mg tablets,BNF,antiplatelets
0209000Y0BBABAB,Efient 10mg tablets,BNF,antiplatelets
0209000Y0BCAAAA,Prafsia 5mg tablets,BNF,antiplatelets
0209000Y0BCABAB,Prafsia 10mg tablets,BNF,antiplatelets
0209000Z0AAAAAA,Ticagrelor 90mg tablets,BNF,antiplatelets
0209000Z0AAABAB,Ticagrelor 60mg tablets,BNF,antiplatelets
0209000Z0AAACAC,Ticagrelor 90mg orodispersible tablets sugar free,BNF,antiplatelets
0209000Z0BBAAAA,Brilique 90mg tablets,BNF,antiplatelets
0209000Z0BBABAB,Brilique 60mg tablets,BNF,antiplatelets
0209000Z0BBACAC,Brilique 90mg orodispersible tablets,BNF,antiplatelets
0209000A0AABIBI,Aspirin 37.5mg/5ml oral solution,BNF,antiplatelets
0209000A0AABIBI,Aspirin 37.5mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABJBJ,Aspirin 225mg/5ml oral solution,BNF,antiplatelets
0209000A0AABJBJ,Aspirin 225mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABJBJ,Aspirin 225mg/5ml oral solution,BNF,antiplatelets
0209000A0AABJBJ,Aspirin 225mg/5ml oral suspension,BNF,antiplatelets
0209000A0AACCCC,Aspirin 37.5mg oral powder sachets,BNF,antiplatelets
0209000A0AACCCC,Aspirin 37.5mg oral powder sachets,BNF,antiplatelets
0209000A0AACDCD,Aspirin 40mg oral powder sachets,BNF,antiplatelets
0209000A0AACDCD,Aspirin 40mg oral powder sachets,BNF,antiplatelets
0209000A0AAA4A4,Aspirin 62.5mg/5ml oral solution,BNF,antiplatelets
0209000A0AAA4A4,Aspirin 62.5mg/5ml oral suspension,BNF,antiplatelets
0209000A0AAA4A4,Aspirin 62.5mg/5ml oral solution,BNF,antiplatelets
0209000A0AAA4A4,Aspirin 62.5mg/5ml oral suspension,BNF,antiplatelets
0209000A0AAA5A5,Aspirin 100mg/5ml oral solution,BNF,antiplatelets
0209000A0AAA5A5,Aspirin 100mg/5ml oral suspension,BNF,antiplatelets
0209000A0AAA5A5,Aspirin 100mg/5ml oral solution,BNF,antiplatelets
0209000A0AAA5A5,Aspirin 100mg/5ml oral suspension,BNF,antiplatelets
0209000A0AAA7A7,Aspirin 75mg effervescent tablets,BNF,antiplatelets
0209000A0AAA7A7,Aspirin 75mg effervescent tablets,BNF,antiplatelets
0209000A0AABBBB,Aspirin 40mg/5ml oral solution,BNF,antiplatelets
0209000A0AABBBB,Aspirin 40mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABEBE,Aspirin 50mg/5ml oral solution,BNF,antiplatelets
0209000A0AABEBE,Aspirin 50mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABEBE,Aspirin 50mg/5ml oral solution,BNF,antiplatelets
0209000A0AABEBE,Aspirin 50mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABFBF,Aspirin 30mg/5ml oral solution,BNF,antiplatelets
0209000A0AABFBF,Aspirin 30mg/5ml oral suspension,BNF,antiplatelets
0209000A0AABFBF,Aspirin 30mg/5ml oral solution,BNF,antiplatelets
0209000A0AABFBF,Aspirin 30mg/5ml oral suspension,BNF,antiplatelets
0209000A0AAA7A7,Aspirin 75mg effervescent tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0AAABAB,Aspirin 75mg dispersible tablets,BNF,antiplatelets
0209000A0BRAAAB,Mandaprin 75mg dispersible tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000C0AAAAAA,Clopidogrel 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAJAJ,Aspirin 75mg tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAAAAA,Prasugrel 5mg tablets,BNF,antiplatelets
0209000Y0AAABAB,Prasugrel 10mg tablets,BNF,antiplatelets
