code,term,system,codelist
0208020V0AAAVAV,Warfarin 10mg/5ml oral suspension,BNF,warfarin
0208020V0BDAAAC,Coumadin 4mg tablets (Imported (Canada)),BNF,warfarin
0208020V0BBAAAA,Marevan 1mg tablets (Advanz Pharma),BNF,warfarin
0208020V0BBABAB,Marevan 3mg tablets (Advanz Pharma),BNF,warfarin
0208020V0BBAFAS,Marevan 500microgram tablets (Advanz Pharma),BNF,warfarin
0208020V0AABABA,Warfarin 1mg capsules,BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets,BNF,warfarin
0208020V0AAANAN,Warfarin 1mg/5ml oral solution,BNF,warfarin
0208020V0AAANAN,Warfarin 1mg/5ml oral suspension,BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Kent Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Mawdsley-Brooks & Company Ltd),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Phoenix Healthcare Distribution Ltd),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Sigma Pharmaceuticals Plc),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Sun Pharmaceutical Industries Europe B.V.),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (IVAX Pharmaceuticals UK Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Kent Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Mawdsley-Brooks & Company Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Mylan),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Phoenix Healthcare Distribution Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Phoenix Healthcare Distribution Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Sandoz Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Sun Pharmaceutical Industries Europe B.V.),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Teva UK Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (The Boots Company Plc),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Alliance Healthcare (Distribution) Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Almus Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Arrow Generics Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Bristol Laboratories Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (A A H Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Actavis UK Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Alliance Healthcare (Distribution) Ltd),BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets (Almus Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Crescent Pharma Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (DE Pharmaceuticals),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (IVAX Pharmaceuticals UK Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Kent Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Mawdsley-Brooks & Company Ltd),BNF,warfarin
0208020V0AABBBB,Warfarin 1mg/ml oral suspension sugar free (DE Pharmaceuticals),BNF,warfarin
0208020V0AABBBB,Warfarin 1mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),BNF,warfarin
0208020V0AABBBB,Warfarin 1mg/ml oral suspension sugar free (Waymade Healthcare Plc),BNF,warfarin
0208020V0AAAUAU,Warfarin 2.5mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAVAV,Warfarin 10mg/5ml oral suspension (Special Order),BNF,warfarin
0208020V0AABABA,Warfarin 1mg capsules (Special Order),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (A A H Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Actavis UK Ltd),BNF,warfarin
0208020V0AAAKAK,Warfarin 25mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAJAJ,Warfarin 2mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAJAJ,Warfarin 2mg/5ml oral suspension (Special Order),BNF,warfarin
0208020V0AABCBC,Warfarin 3mg capsules (Special Order),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (A A H Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Sandoz Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Sun Pharmaceutical Industries Europe B.V.),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Teva UK Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (The Boots Company Plc),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Teva UK Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (The Boots Company Plc),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Torrent Pharma (UK) Ltd),BNF,warfarin
0208020V0AAAAAA,Warfarin 1mg tablets (Waymade Healthcare Plc),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Torrent Pharma (UK) Ltd),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Waymade Healthcare Plc),BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets (Zentiva),BNF,warfarin
0208020V0AAAMAM,Warfarin 3mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAMAM,Warfarin 3mg/5ml oral suspension (Special Order),BNF,warfarin
0208020V0AAAPAP,Warfarin 4.16mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAWAW,Warfarin 4mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (A A H Pharmaceuticals Ltd),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Actavis UK Ltd),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Waymade Healthcare Plc),BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets (Zentiva),BNF,warfarin
0208020V0AAAXAX,Warfarin 500micrograms/5ml oral solution (Special Order),BNF,warfarin
0208020V0AABDBD,Warfarin 5mg capsules (Special Order),BNF,warfarin
0208020V0BBACAD,Marevan 5mg tablets (Advanz Pharma),BNF,warfarin
0208020V0AAARAR,Warfarin 1.5mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAATAT,Warfarin 100micrograms/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAVAV,Warfarin 10mg/5ml oral solution (Special Order),BNF,warfarin
0208020V0AAAXAX,Warfarin 500micrograms/5ml oral solution,BNF,warfarin
0208020V0AABDBD,Warfarin 5mg capsules,BNF,warfarin
0208020V0AAADAD,Warfarin 5mg tablets,BNF,warfarin
0208020V0AAAIAI,Warfarin 5mg/5ml oral solution,BNF,warfarin
0208020V0AAAIAI,Warfarin 5mg/5ml oral suspension,BNF,warfarin
0208020V0AAAJAJ,Warfarin 2mg/5ml oral suspension,BNF,warfarin
0208020V0AABCBC,Warfarin 3mg capsules,BNF,warfarin
0208020V0AAABAB,Warfarin 3mg tablets,BNF,warfarin
0208020V0AAAMAM,Warfarin 3mg/5ml oral solution,BNF,warfarin
0208020V0AAAMAM,Warfarin 3mg/5ml oral suspension,BNF,warfarin
0208020V0AABBBB,Warfarin 1mg/ml oral suspension sugar free,BNF,warfarin
0208020V0AAAUAU,Warfarin 2.5mg/5ml oral solution,BNF,warfarin
0208020V0AAAKAK,Warfarin 25mg/5ml oral solution,BNF,warfarin
0208020V0AAAJAJ,Warfarin 2mg/5ml oral solution,BNF,warfarin
0208020V0AAAPAP,Warfarin 4.16mg/5ml oral solution,BNF,warfarin
0208020V0AAACAC,Warfarin 4mg tablets,BNF,warfarin
0208020V0AAAWAW,Warfarin 4mg/5ml oral solution,BNF,warfarin
0208020V0AAASAS,Warfarin 500microgram tablets,BNF,warfarin
